ward_name,oa21cd,MSOA21CD,MSOA21NM
St Dunstan's,E00167238,E02000882,Tower Hamlets 019
St Dunstan's,E00167239,E02000882,Tower Hamlets 019
St Dunstan's,E00167253,E02000882,Tower Hamlets 019
St Dunstan's,E00167256,E02000882,Tower Hamlets 019
St Dunstan's,E00167257,E02000882,Tower Hamlets 019
St Dunstan's,E00167258,E02000882,Tower Hamlets 019
St Dunstan's,E00183808,E02000879,Tower Hamlets 016
St Dunstan's,E00183817,E02000882,Tower Hamlets 019
St Dunstan's,E00183822,E02000879,Tower Hamlets 016
St Dunstan's,E00183829,E02000882,Tower Hamlets 019
St Dunstan's,E00183883,E02000882,Tower Hamlets 019
St Dunstan's,E00183919,E02000882,Tower Hamlets 019
St Dunstan's,E00183946,E02000882,Tower Hamlets 019
St Dunstan's,E00183950,E02000882,Tower Hamlets 019
St Dunstan's,E00183998,E02000882,Tower Hamlets 019
St Dunstan's,E00184001,E02000882,Tower Hamlets 019
St Dunstan's,E00184019,E02000882,Tower Hamlets 019
St Dunstan's,E00184021,E02000882,Tower Hamlets 019
St Dunstan's,E00184024,E02000882,Tower Hamlets 019
St Dunstan's,E00184036,E02000882,Tower Hamlets 019
St Dunstan's,E00184047,E02000882,Tower Hamlets 019
St Dunstan's,E00184068,E02000882,Tower Hamlets 019
St Dunstan's,E00184108,E02000882,Tower Hamlets 019
St Dunstan's,E00184121,E02000882,Tower Hamlets 019
St Katharine's and Wapping,E00021596,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021597,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021598,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021599,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021600,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021601,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021602,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021603,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021604,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021605,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021606,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021607,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021608,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021610,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021611,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021612,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021613,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021614,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021615,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021622,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021626,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021628,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021629,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021631,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021632,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021633,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021634,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021635,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00021636,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00021648,E02000888,Tower Hamlets 025
St Katharine's and Wapping,E00021651,E02000888,Tower Hamlets 025
St Katharine's and Wapping,E00021652,E02000888,Tower Hamlets 025
St Katharine's and Wapping,E00021657,E02000888,Tower Hamlets 025
St Katharine's and Wapping,E00167174,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00167175,E02000890,Tower Hamlets 027
St Katharine's and Wapping,E00183737,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00183738,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00183739,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00183741,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00183742,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00183793,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00183972,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00184016,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00184089,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00184111,E02000889,Tower Hamlets 026
St Katharine's and Wapping,E00184127,E02000889,Tower Hamlets 026
Stepney Green,E00021562,E02000879,Tower Hamlets 016
Stepney Green,E00021564,E02000879,Tower Hamlets 016
Stepney Green,E00021566,E02000879,Tower Hamlets 016
Stepney Green,E00021569,E02000879,Tower Hamlets 016
Stepney Green,E00021572,E02000879,Tower Hamlets 016
Stepney Green,E00021574,E02000879,Tower Hamlets 016
Stepney Green,E00021577,E02000879,Tower Hamlets 016
Stepney Green,E00021583,E02000879,Tower Hamlets 016
Stepney Green,E00021584,E02000882,Tower Hamlets 019
Stepney Green,E00021586,E02000879,Tower Hamlets 016
Stepney Green,E00021587,E02000882,Tower Hamlets 019
Stepney Green,E00021588,E02000879,Tower Hamlets 016
Stepney Green,E00021590,E02000879,Tower Hamlets 016
Stepney Green,E00021591,E02000882,Tower Hamlets 019
Stepney Green,E00021592,E02000879,Tower Hamlets 016
Stepney Green,E00021593,E02000879,Tower Hamlets 016
Stepney Green,E00021594,E02000879,Tower Hamlets 016
Stepney Green,E00021736,E02000880,Tower Hamlets 017
Stepney Green,E00021737,E02000880,Tower Hamlets 017
Stepney Green,E00021745,E02000880,Tower Hamlets 017
Stepney Green,E00021753,E02000880,Tower Hamlets 017
Stepney Green,E00021754,E02000880,Tower Hamlets 017
Stepney Green,E00021755,E02000880,Tower Hamlets 017
Stepney Green,E00021756,E02000880,Tower Hamlets 017
Stepney Green,E00021757,E02000880,Tower Hamlets 017
Stepney Green,E00021759,E02000880,Tower Hamlets 017
Stepney Green,E00021760,E02000880,Tower Hamlets 017
Stepney Green,E00021763,E02000880,Tower Hamlets 017
Stepney Green,E00021764,E02000880,Tower Hamlets 017
Stepney Green,E00167241,E02000879,Tower Hamlets 016
Stepney Green,E00167252,E02000879,Tower Hamlets 016
Stepney Green,E00167260,E02000879,Tower Hamlets 016
Stepney Green,E00167261,E02000879,Tower Hamlets 016
Weavers,E00021695,E02000872,Tower Hamlets 009
Weavers,E00021697,E02000869,Tower Hamlets 006
Weavers,E00021698,E02000869,Tower Hamlets 006
Weavers,E00021699,E02000869,Tower Hamlets 006
Weavers,E00021700,E02000869,Tower Hamlets 006
Weavers,E00021701,E02000872,Tower Hamlets 009
Weavers,E00021702,E02000872,Tower Hamlets 009
Weavers,E00021703,E02000869,Tower Hamlets 006
Weavers,E00021704,E02000872,Tower Hamlets 009
Weavers,E00021705,E02000872,Tower Hamlets 009
Weavers,E00021706,E02000872,Tower Hamlets 009
Weavers,E00021707,E02000872,Tower Hamlets 009
Weavers,E00021708,E02000869,Tower Hamlets 006
Weavers,E00021709,E02000872,Tower Hamlets 009
Weavers,E00021710,E02000869,Tower Hamlets 006
Weavers,E00021711,E02000872,Tower Hamlets 009
Weavers,E00021712,E02000869,Tower Hamlets 006
Weavers,E00021713,E02000872,Tower Hamlets 009
Weavers,E00021714,E02000869,Tower Hamlets 006
Weavers,E00021715,E02000872,Tower Hamlets 009
Weavers,E00021716,E02000872,Tower Hamlets 009
Weavers,E00021717,E02000872,Tower Hamlets 009
Weavers,E00021718,E02000872,Tower Hamlets 009
Weavers,E00021719,E02000872,Tower Hamlets 009
Weavers,E00021722,E02000869,Tower Hamlets 006
Weavers,E00021723,E02000869,Tower Hamlets 006
Weavers,E00021724,E02000869,Tower Hamlets 006
Weavers,E00021725,E02000869,Tower Hamlets 006
Weavers,E00021726,E02000869,Tower Hamlets 006
Weavers,E00021727,E02000869,Tower Hamlets 006
Weavers,E00021728,E02000869,Tower Hamlets 006
Weavers,E00021729,E02000869,Tower Hamlets 006
Weavers,E00021730,E02000869,Tower Hamlets 006
Weavers,E00021731,E02000872,Tower Hamlets 009
Weavers,E00021732,E02000869,Tower Hamlets 006
Weavers,E00167179,E02000872,Tower Hamlets 009
Weavers,E00183730,E02000872,Tower Hamlets 009
Weavers,E00183804,E02000872,Tower Hamlets 009
Weavers,E00183862,E02000872,Tower Hamlets 009
Weavers,E00184020,E02000872,Tower Hamlets 009
Weavers,E00184091,E02000872,Tower Hamlets 009
Whitechapel,E00021595,E02000889,Tower Hamlets 026
Whitechapel,E00021616,E02000889,Tower Hamlets 026
Whitechapel,E00021617,E02000889,Tower Hamlets 026
Whitechapel,E00021618,E02000889,Tower Hamlets 026
Whitechapel,E00021621,E02000889,Tower Hamlets 026
Whitechapel,E00021624,E02000889,Tower Hamlets 026
Whitechapel,E00021738,E02000884,Tower Hamlets 021
Whitechapel,E00021740,E02000880,Tower Hamlets 017
Whitechapel,E00021741,E02000884,Tower Hamlets 021
Whitechapel,E00021742,E02000884,Tower Hamlets 021
Whitechapel,E00021743,E02000884,Tower Hamlets 021
Whitechapel,E00021746,E02000884,Tower Hamlets 021
Whitechapel,E00021748,E02000884,Tower Hamlets 021
Whitechapel,E00021752,E02000884,Tower Hamlets 021
Whitechapel,E00021758,E02000880,Tower Hamlets 017
Whitechapel,E00021761,E02000880,Tower Hamlets 017
Whitechapel,E00021762,E02000880,Tower Hamlets 017
Whitechapel,E00021766,E02000884,Tower Hamlets 021
Whitechapel,E00021767,E02000880,Tower Hamlets 017
Whitechapel,E00167094,E02000884,Tower Hamlets 021
Whitechapel,E00167098,E02000884,Tower Hamlets 021
Whitechapel,E00167099,E02000884,Tower Hamlets 021
Whitechapel,E00167100,E02000884,Tower Hamlets 021
Whitechapel,E00167101,E02000884,Tower Hamlets 021
Whitechapel,E00167102,E02000884,Tower Hamlets 021
Whitechapel,E00167166,E02000884,Tower Hamlets 021
Whitechapel,E00167168,E02000884,Tower Hamlets 021
Whitechapel,E00183740,E02000889,Tower Hamlets 026
Whitechapel,E00183743,E02000884,Tower Hamlets 021
Whitechapel,E00183744,E02000884,Tower Hamlets 021
Whitechapel,E00183745,E02000884,Tower Hamlets 021
Whitechapel,E00183746,E02000884,Tower Hamlets 021
Whitechapel,E00183747,E02000884,Tower Hamlets 021
Whitechapel,E00183748,E02000884,Tower Hamlets 021
Whitechapel,E00183782,E02000884,Tower Hamlets 021
Whitechapel,E00183783,E02000884,Tower Hamlets 021
Whitechapel,E00183810,E02000880,Tower Hamlets 017
Whitechapel,E00183811,E02000884,Tower Hamlets 021
Whitechapel,E00183812,E02000889,Tower Hamlets 026
Whitechapel,E00183819,E02000884,Tower Hamlets 021
Whitechapel,E00183820,E02000884,Tower Hamlets 021
Whitechapel,E00183828,E02000884,Tower Hamlets 021
Whitechapel,E00183855,E02000880,Tower Hamlets 017
Whitechapel,E00183893,E02000884,Tower Hamlets 021
Whitechapel,E00183964,E02000884,Tower Hamlets 021
Whitechapel,E00183994,E02000884,Tower Hamlets 021
Whitechapel,E00184056,E02000884,Tower Hamlets 021
Whitechapel,E00184064,E02000884,Tower Hamlets 021
Whitechapel,E00184069,E02000884,Tower Hamlets 021
Whitechapel,E00184094,E02000889,Tower Hamlets 026
Whitechapel,E00184124,E02000884,Tower Hamlets 021
Whitechapel,E00184129,E02000884,Tower Hamlets 021
Whitechapel,E00184135,E02000884,Tower Hamlets 021
Whitechapel,E00190013,E02000889,Tower Hamlets 026
Whitechapel,E00190014,E02000884,Tower Hamlets 021
